2024-09-23 15:49:26.173786,2024-09-23 15:49:26.173796,1,193302401600001,6091
2024-09-23 15:49:31.256465,2024-09-23 15:49:31.256476,2,193302401600001,6091
2024-09-23 15:49:41.224440,2024-09-23 15:49:41.224451,3,193302401600001,6091
2024-09-23 15:49:44.728084,2024-09-23 15:49:44.728095,4,193302401600001,6091
2024-09-23 15:49:49.797006,2024-09-23 15:49:49.797016,5,193302401600001,6091
2024-09-23 15:49:59.709759,2024-09-23 15:49:59.709769,6,193302401600001,6091
2024-09-23 15:50:04.689638,2024-09-23 15:50:04.689648,7,193302401600001,6091
2024-09-23 15:50:09.718757,2024-09-23 15:50:09.718768,8,193302401600001,6091
2024-09-23 15:50:19.740195,2024-09-23 15:50:19.740206,9,193302401600001,6091
2024-09-23 15:50:25.208736,2024-09-23 15:50:25.208746,10,193302401600001,6091
2024-09-23 15:50:30.180029,2024-09-23 15:50:30.180040,11,193302401600001,6091
2024-09-23 15:50:40.267336,2024-09-23 15:50:40.267346,12,193302401600001,6091
2024-09-23 15:51:45.691902,2024-09-23 15:51:45.691913,13,193302401600001,6091
2024-09-23 15:51:50.726146,2024-09-23 15:51:50.726156,14,193302401600001,6091
2024-09-23 15:52:00.739098,2024-09-23 15:52:00.739108,15,193302401600001,6091
2024-09-23 15:52:05.798019,2024-09-23 15:52:05.798030,16,193302401600001,6091
2024-09-23 15:52:10.668050,2024-09-23 15:52:10.668061,17,193302401600001,6091
2024-09-23 15:52:20.637250,2024-09-23 15:52:20.637260,18,193302401600001,6091
2024-09-23 15:52:26.208041,2024-09-23 15:52:26.208051,19,193302401600001,6091
2024-09-23 15:52:31.147645,2024-09-23 15:52:31.147657,20,193302401600001,6091
2024-09-23 15:52:41.156982,2024-09-23 15:52:41.156992,21,193302401600001,6091
2024-09-23 15:52:44.678762,2024-09-23 15:52:44.678774,22,193302401600001,669
2024-09-23 15:52:49.797887,2024-09-23 15:52:49.797897,23,193302401600001,669
2024-09-23 15:52:59.808825,2024-09-23 15:52:59.808836,24,193302401600001,669
2024-09-23 15:54:15.644080,2024-09-23 15:54:15.644090,25,193302401600001,6091
2024-09-23 15:54:20.631983,2024-09-23 15:54:20.631999,26,193302401600001,6091
2024-09-23 15:54:30.780249,2024-09-23 15:54:30.780259,27,193302401600001,6091
2024-09-23 15:54:35.850110,2024-09-23 15:54:35.850120,28,193302401600001,6091
2024-09-23 15:54:40.819269,2024-09-23 15:54:40.819280,29,193302401600001,6091
2024-09-23 15:54:50.767494,2024-09-23 15:54:50.767509,30,193302401600001,6091
2024-09-23 15:54:53.777368,2024-09-23 15:54:53.777378,31,193302401600001,669
2024-09-23 15:58:40.125563,2024-09-23 15:58:40.125575,32,193302401600001,1111
2024-09-23 16:13:19.030245,2024-09-23 16:13:19.030255,33,193302401600001,3980
2024-09-23 16:46:50.994111,2024-09-23 16:46:50.994122,34,193302401600001,13280
2024-09-23 17:32:33.371221,2024-09-23 17:32:33.371232,35,193302401600001,17030
2024-09-24 10:01:54.532964,2024-09-24 10:01:54.532975,36,193302401600001,21200
2024-09-25 08:52:09.365541,2024-09-25 08:52:09.365552,37,193302401600001,2240
2024-09-25 10:17:08.161870,2024-09-25 10:17:08.161885,38,193302401600001,37369
2024-09-25 11:56:28.004392,2024-09-25 11:56:28.004402,39,193302401600001,42231
2024-09-25 12:58:50.288211,2024-09-25 12:58:50.288222,40,193302401600001,7789
2024-09-25 15:39:13.346875,2024-09-25 15:39:13.346886,41,193302401600001,52221
2024-09-26 10:26:13.453459,2024-09-26 10:26:13.453469,42,193302401600001,41589
2024-09-26 11:34:57.772179,2024-09-26 11:34:57.772196,43,193302401600001,26940
2024-09-26 11:38:59.507773,2024-09-26 11:38:59.507784,44,193302401600001,391
2024-09-26 11:45:05.231648,2024-09-26 11:45:05.231659,45,193302401600001,1320
2024-09-26 11:48:54.253220,2024-09-26 11:48:54.253232,46,193302401600001,829
2024-09-26 13:11:39.641154,2024-09-26 13:11:39.641164,47,193302401600001,18040
2024-09-26 14:25:33.458182,2024-09-26 14:25:33.458193,48,193302401600001,28851
2024-09-26 16:05:26.667255,2024-09-26 16:05:26.667266,49,193302401600001,21720
2024-09-26 16:15:40.615867,2024-09-26 16:15:40.615878,50,193302401600001,2589
2024-09-27 10:11:00.609636,2024-09-27 10:11:00.609646,51,193302401600001,390
2024-09-27 11:38:39.752805,2024-09-27 11:38:39.752816,52,193302401600001,26250
2024-09-27 16:03:33.647404,2024-09-27 16:03:33.647417,53,193302401600001,430
2024-09-30 09:16:35.601565,2024-09-30 09:16:35.601576,54,193302401600001,31070
2024-09-30 11:07:30.536981,2024-09-30 11:07:30.536992,55,193302401600001,23021
2024-09-30 13:46:53.551275,2024-09-30 13:46:53.551286,56,193302401600001,24139
2024-09-30 15:08:05.783707,2024-09-30 15:08:05.783719,57,193302401600001,31510
2024-10-01 11:46:57.835791,2024-10-01 11:46:57.835802,58,193302401600001,63300
2024-10-01 13:41:06.593227,2024-10-01 13:41:06.593237,59,193302401600001,0
2024-10-01 15:05:46.854660,2024-10-01 15:05:46.854688,60,193302401600001,12250
2024-10-01 17:54:05.991172,2024-10-01 17:54:05.991188,61,193302401600001,5760
2024-10-02 11:14:29.687642,2024-10-02 11:14:29.687653,62,193302401600001,51391
2024-10-02 14:09:56.606584,2024-10-02 14:09:56.606596,63,193302401600001,15920
